timestamp,position.x,position.y,position.z,velocity.x,velocity.y,velocity.z,attitude.x,attitude.y,attitude.z,motor_speed.0,motor_speed.1,motor_speed.2,motor_speed.3
2619999999,-1.1683207297458371,-20.000672897277248,-1.9981151441641132,2.7542379880580716,0.0018977102616423093,-0.017870851346634097,-0.00483898384497974,-0.0938176224059875,0.006038468166690178,1138.3388676274308,1133.6264576508697,1130.107653060141,1128.901475728782
2629999999,-1.142491494127074,-20.000650950596295,-1.9982844774863113,2.7540365969023086,0.002167428202338132,-0.018771390483611143,-0.004297539846902953,-0.09329370135890017,0.006088138513259765,1136.9545338405417,1134.6940952757939,1129.2104536599745,1129.8974236156773
2639999999,-1.113801175119713,-20.000627676197606,-1.9984717912645367,2.7532868328839943,0.0023459889506316717,-0.017698085986082017,-0.003594618131164206,-0.09247511694726288,0.006174748658578533,1136.0351708182943,1135.4612966924626,1129.3025164630462,1129.4360053958178
2649999999,-1.0851210397730402,-20.00061448673052,-1.9986419032318596,2.7544615522062577,0.0011099461322543903,-0.01633250508758683,-0.002946913818433695,-0.0915691206112139,0.006322358063816186,1135.1302134797409,1134.0755685488791,1130.4095018938924,1130.1180218573772
2659999999,-1.0592942911779424,-20.000616135891963,-1.998790790216654,2.754672741236051,0.0013576584207449565,-0.01557112048162886,-0.002385356072858652,-0.09082638471487324,0.0063587214163671165,1133.9129977026153,1131.4394862426968,1133.2668651826982,1130.9654578611016
2669999999,-1.0305985512414275,-20.000582106719182,-1.9989442943022735,2.754187041693071,0.003684677925192532,-0.014015208372127995,-0.0017659655798625386,-0.08999585961747877,0.006182425384541765,1134.9252491493694,1129.6913294165356,1135.9344546509672,1129.1342079120036
2679999999,-1.0047879802662758,-20.000545487237353,-1.9990684723899317,2.753207704671567,0.003706663388727363,-0.01291764713085904,-0.0011617758398588544,-0.08914143737021736,0.005937092764330113,1135.044698965992,1130.7926223918837,1135.6392449503794,1128.461886114626
2689999999,-0.9760926194294223,-20.00050053601206,-1.9992493391697523,2.755262920110711,0.004597881041508662,-0.01900726681955232,-0.0005426973616064473,-0.0881044727209476,0.005733101683767968,1130.9448846381933,1133.6451983192205,1134.939793773719,1130.8732673042168
2699999999,-0.9473791566957313,-20.00046568807699,-1.9994532781716876,2.757477508164845,0.0017230623331430358,-0.019993233080160284,3.625965836485374e-06,-0.0870915080416341,0.0054731071509061665,1126.7603534928844,1132.4891730986835,1136.9249126522247,1133.951623506867
2709999999,-0.9215176232521287,-20.000453989654666,-1.9996501278654557,2.758670504359901,0.0009021552296165484,-0.02167481330873603,0.0005193289371196684,-0.0862789248355235,0.005115036245014897,1126.6411891316443,1130.4089182298185,1138.1242383902506,1133.7655501247946
2719999999,-0.8927907782317065,-20.000421563444213,-1.9998776152645596,2.7567710005165047,0.0038679191158069856,-0.021186830283867593,0.0010542166314298671,-0.08545547386825682,0.004690483378294725,1130.6899347829078,1131.0934450549457,1135.1707815382244,1130.489102506884
2729999999,-0.8669292551948465,-20.00039102668947,-2.000086398735851,2.7596735228229448,0.0034679650865803912,-0.02479979814075766,0.0014590913176627863,-0.0847186118699347,0.004325028101608654,1133.314041803231,1132.578509558826,1132.6061977049667,1127.79452515693
2739999999,-0.8381787580272928,-20.000337677297324,-2.0003510766226897,2.762648067671182,0.005723461251367597,-0.02510800023475406,0.0018918551933233998,-0.08377748955746257,0.003805145003644752,1134.7005253029556,1133.8402833173886,1131.2656967285477,1125.2096318187903
2749999999,-0.8093867058842187,-20.000280128896538,-2.0006031402860454,2.7653303474274513,0.0038062557451773943,-0.022020261649232438,0.0023829404791182486,-0.08271116525473309,0.0032140914478350083,1135.2742823375957,1130.6502668176788,1129.9854937055604,1127.573415338028
2759999999,-0.7834617416342731,-20.00024537961901,-2.0008170522413598,2.767045232417735,0.003659956236795468,-0.023297119981479524,0.0028912784389892527,-0.08173811266128761,0.002793189907715621,1132.2262628313256,1127.8114612908087,1129.9239550871212,1132.5898009545156
2769999999,-0.7546364582190229,-20.00020988717164,-2.0010475466777797,2.767704681983336,0.0024660438718618434,-0.020403355905580452,0.0035045114932934418,-0.08076649688830956,0.0025503853505081013,1124.9071831792103,1129.2984377828882,1131.827034937031,1136.0007252797177
2779999999,-0.7287006405819964,-20.00016492763533,-2.001205808697458,2.7671202909578745,0.0066258566088360565,-0.015945718595644427,0.003979826420453125,-0.07992887884994557,0.00243088220424362,1121.9686711425575,1131.561388110917,1132.1015227955606,1136.158848134465
2789999999,-0.6998918372963485,-20.000082942086216,-2.0013870575558625,2.7648785602884987,0.00808204868523037,-0.019172260469284646,0.004443820513079273,-0.07906869000983374,0.002273605686380606,1123.8253048487995,1133.0383512857231,1133.6159161161272,1131.8963315589642
2799999999,-0.6710566622800775,-19.99996609711932,-2.001569752129057,2.77155251496251,0.013820499779867889,-0.016655069706882405,0.004924139145791242,-0.07820740685887574,0.0021245351957156705,1123.3638091637692,1133.1557486154027,1136.9146090537274,1129.638867254173
2809999999,-0.6450559615747424,-19.999826422512353,-2.0017381948747817,2.7742641637029557,0.014814432430035166,-0.01826656266889474,0.0052285739424876385,-0.07752316100941922,0.0020173368936224237,1123.8678302107157,1133.919988313206,1135.9493302809026,1129.5253277469517
2819999999,-0.6161743009321196,-19.99968135797496,-2.0019204946067366,2.772163959411325,0.015059853965715709,-0.014755393506354512,0.005392555794374088,-0.07660334630267855,0.0017819307131335146,1126.902878381563,1135.0645471827497,1134.4858150410903,1126.8207634307635
2829999999,-0.5901967765315934,-19.999520139657644,-2.0020444338604895,2.7701094414722514,0.01900540471740255,-0.01021907908085866,0.0055116218976555345,-0.07562595209687833,0.0015088564060336458,1128.1365223753107,1135.4207974931,1134.701793162841,1125.0605491690544
2839999999,-0.5613403779387736,-19.99932384790839,-2.0021423263083133,2.770618335036006,0.02073100083716782,-0.010162284498034368,0.005469167336069945,-0.07453228035204056,0.001315082286735569,1126.2882049572659,1135.5615821148042,1134.935136926723,1127.4615950703624
2849999999,-0.532470997688325,-19.999097848986583,-2.002248038134308,2.769522860971842,0.022841053418401522,-0.011141108243610094,0.005271209905671453,-0.07340093451561021,0.0011803998956972422,1125.2768093570392,1134.7089876994012,1134.4019096099835,1131.1927526689292
2859999999,-0.5065149631917009,-19.998884963005423,-2.0023656128129548,2.7693966452979226,0.022743980283671677,-0.01400864495920818,0.0050188772537115576,-0.07244981041493823,0.0011676146426942,1125.925005496108,1134.4628213124843,1133.5975640228028,1132.3361201139683
2869999999,-0.4776509928084876,-19.998676939568412,-2.0025160203103467,2.7717038793593387,0.016789522027358172,-0.015351347921005747,0.004635009743953815,-0.07148933511092315,0.001206407615937708,1126.4903508182315,1134.7000519266867,1134.3355692494067,1130.7581885831428
2879999999,-0.4516805646376601,-19.998522912087104,-2.0026685684369054,2.768379819065602,0.0162951514676608,-0.016191985083231768,0.00425384386846311,-0.07064045486353493,0.0012928331118794386,1126.6274054225325,1133.2487787275093,1134.8705247891396,1130.8594615268942
2889999999,-0.42285414083092415,-19.99836289952573,-2.0028256248051934,2.766776160757934,0.013895071310418328,-0.014335256956663912,0.0038846336551621387,-0.06978945306435545,0.001520471648144712,1124.944291268549,1131.2175928183958,1134.3852958722448,1134.0893638939756
2899999999,-0.39404564611412507,-19.998187262250735,-2.0029458640011817,2.764634707376144,0.01789366974460964,-0.01063880247196214,0.0035081047166051166,-0.06900915199412963,0.0018440411790042657,1125.6364719561639,1131.6511627802008,1132.6738718020774,1134.0835272932943
2909999999,-0.36813960718140176,-19.998010182717106,-2.0030217354183493,2.761446142101636,0.01940476980544847,-0.008274964328159096,0.003228061117239291,-0.0683214694702877,0.0021900089879244196,1126.4916503189966,1131.2909218185434,1132.335792689435,1134.1021100262342
2919999999,-0.3393937546603818,-19.99781033321344,-2.0031095327495105,2.7581393037635342,0.019886572711595184,-0.007158111647464517,0.0030061146119285047,-0.06776521204962817,0.0025378510760869894,1125.7533558319603,1127.8874154972582,1135.2457873936837,1136.3002987711775
2929999999,-0.3135339566442424,-19.997631321310188,-2.003168057161173,2.7577816569613893,0.01829045731342117,-0.0079782982130833,0.002806501522565514,-0.06744494007787813,0.002860223337172484,1125.3448539234703,1125.9227063985738,1138.5738996945956,1136.4390300695213
2939999999,-0.28482562168293085,-19.99744473746554,-2.003240254168962,2.754743111089704,0.017402861396529162,-0.0068463056045487605,0.002522320466983366,-0.06725669875513075,0.003233777860411304,1125.1667276594158,1128.4347874521238,1139.8136549476937,1133.7713320259832
2949999999,-0.2561732382975963,-19.997267535822004,-2.0033012108630106,2.747734522774806,0.016687221578304552,-0.0047302890103065875,0.0019965917018477343,-0.06704755887891929,0.003597472690037166,1127.8837138421477,1131.9125610823621,1138.1595919607084,1129.7971457571105
2959999999,-0.23042489166060662,-19.997127582868274,-2.0033559671842136,2.7480541064159802,0.013755120679133015,-0.005101504642013189,0.0014868050349640934,-0.06679560974604862,0.0038069998631808924,1131.3753846007537,1132.0662315125437,1137.4720325589767,1127.4914938110162
2969999999,-0.2017862960615996,-19.996979678815467,-2.0034136977093935,2.7500208818221137,0.013264652660235758,-0.004000957356217624,0.0008957043623317671,-0.06660077116992098,0.004032495671719433,1131.0632774616486,1130.3674936067587,1138.5139229154217,1129.2423825093128
2979999999,-0.1759846552800596,-19.996842494626662,-2.003464195583807,2.753742267645872,0.015343006707152123,-0.005399319549335764,0.00026825189428790496,-0.066616836967122,0.004316141832310394,1126.0350825214846,1128.9677613486476,1139.735649083429,1134.9180636807585
2989999999,-0.1472928963927546,-19.996698061252953,-2.00349036765797,2.754639281641787,0.01460651097311692,0.0004891890286319205,-0.0005487704554337304,-0.06689684390839061,0.004623829021650421,1123.4583370131875,1128.7034224407018,1139.6314198881364,1138.1088951411787
2999999999,-0.11859272603105474,-19.996558035275253,-2.003495361640331,2.7551125695456573,0.013722070019846757,-0.0006233336841209447,-0.0013610677100502069,-0.06723971644649161,0.004920331447097112,1126.8707876861083,1130.8541366142886,1137.0989167608889,1135.651514344373
3009999999,-0.09278363654244712,-19.996460464614312,-2.0035054370986347,2.7523676255807987,0.00953101076489414,-0.0015570433737823438,-0.002160316362095387,-0.06756477233038241,0.005177565235704838,1130.274913962524,1132.3817851778547,1133.71064335689,1135.0420349280307
3019999999,-0.06411898272894381,-19.99637868890905,-2.003531783901824,2.752685022941726,0.007470737997769083,-0.00363225801471801,-0.0030910540054812415,-0.06791072692775368,0.005393994801326364,1133.3527806341785,1130.336714862468,1131.2737459832977,1137.0019589925098
3029999999,-0.03829295683905629,-19.996303078154597,-2.003559542645973,2.7551375901348782,0.008160068692032372,-0.003464951653015964,-0.0038781391878909316,-0.06821752224149295,0.005510950336139744,1135.9473382329218,1127.0889502364707,1132.8336694054587,1136.0590949497719
3039999999,-0.009596624039162997,-19.99619903921598,-2.003593068508474,2.7557404456493217,0.011645018110758468,-0.0011383798706130516,-0.004582078236898683,-0.06871714023484518,0.0056320812208722265,1136.5515357942263,1125.8258517150377,1133.5994458644848,1135.553401438648
3049999999,0.01908727773357833,-19.996092670853535,-2.0036040860878637,2.752032774427827,0.009387782801879066,-0.0022172378823834948,-0.005277305504576443,-0.06914754670658607,0.005814456677223641,1133.0835856134713,1129.0671772710136,1133.8876597607461,1135.3860320616961
3059999999,0.04489313386020193,-19.995994993792383,-2.0036189984496153,2.7500558673408153,0.009972609759668025,-0.0027894060207402788,-0.0058953586763170075,-0.06954358094875031,0.0059689575253128214,1130.1130183835317,1131.281387250664,1135.9395214358542,1134.2618081319254
3069999999,0.07354721981458698,-19.995912299896627,-2.0036598907967273,2.7498419916476107,0.007223913304848989,-0.0038396316027522613,-0.0064964668541089505,-0.07003169417340019,0.006173514959012908,1130.7645007765607,1131.341597644534,1136.2157798352705,1133.3298296738178
3079999999,0.09932987931346787,-19.99584873243814,-2.003684046263313,2.75170116083659,0.005995525026402177,-0.0017341915130304542,-0.006983469329744307,-0.07049750396239651,0.006392784582659055,1131.4217981801164,1132.9787758724924,1135.738426270215,1131.3579208961905
3089999999,0.12797731491105666,-19.99580120871495,-2.0036905644039713,2.749747243608207,0.0052787228653766805,0.002249297977881297,-0.007524485487348321,-0.0710109253231695,0.006545915571301271,1132.7519704564932,1132.227340400883,1134.712096176699,1131.6821908902086
3099999999,0.15659837218252937,-19.995765703298456,-2.0036751270493647,2.7470588890413223,0.001974912586475962,0.0006093467740621668,-0.00798935171078913,-0.0716083587564617,0.006547972931404112,1135.6407671095078,1128.9148370158457,1133.3571783872774,1134.0520856408812
3109999999,0.18236313480783614,-19.99576778869697,-2.003672417530367,2.7491252444516525,-0.00019073905700090963,-0.000960311839289095,-0.00823685092664418,-0.07217061664520842,0.006483184728189266,1136.9508962527204,1128.4977885546532,1132.8132722652424,1134.5401762441422
3119999999,0.21101325065104404,-19.995765151941416,-2.003693845976211,2.751682219364103,0.0010045114066828636,-0.005643573346593001,-0.00845878822831552,-0.07278775581904542,0.00634207685006526,1134.9196538507858,1131.2139414750604,1132.9820252521888,1134.008541863056
3129999999,0.23680086499508585,-19.995786558000223,-2.003743057101307,2.750492834390723,-0.0023751899996804346,-0.0038353685052108766,-0.008704995227876508,-0.07345916413615247,0.0062242689229294315,1132.9358608853413,1132.2820276632578,1133.6005288464387,1133.7484108574656
3139999999,0.26545121195313814,-19.995824953930686,-2.0037890314012006,2.7515830639108954,-0.005542619797965575,-0.005390420622778484,-0.009083266915980465,-0.07418315758987401,0.00603796059454771,1132.9913145163912,1131.3177488473705,1132.7567358701597,1134.4723075832933
3149999999,0.2941087316301022,-19.99588730472898,-2.0038486235679223,2.7494895540522357,-0.006115384148229309,-0.006507780107425226,-0.009482346436829705,-0.07486356096130843,0.005778967468007582,1135.8269920618836,1131.2588177650455,1130.1273983276544,1133.613649021749
3159999999,0.3198855219993804,-19.995946968799032,-2.003934855364205,2.750351372155568,-0.006283211351936087,-0.011993041646868827,-0.009668145405608116,-0.07546032155533088,0.005495761531793312,1138.5173642000125,1130.2104372510844,1127.428567763832,1134.0065833202357
3169999999,0.34851392057896413,-19.996032332201633,-2.0040419927469597,2.7466331857096797,-0.009719560347578673,-0.00873367134207149,-0.009832339478972652,-0.07606086859362281,0.005317075370933715,1137.7005635218889,1130.2251734944548,1125.0789147264936,1135.868620209783
3179999999,0.3742757280115767,-19.996126715600415,-2.004117436501116,2.747454468221552,-0.008769323363009191,-0.006663631756445762,-0.009864858468738486,-0.07652146811655813,0.00522983093946904,1133.9587529117719,1129.8594848753175,1126.8231443924115,1136.9881769365193
3189999999,0.40289793729117,-19.996200874380754,-2.0041963411225185,2.7501543607071364,-0.005933745687892697,-0.005685156915659985,-0.009914497434078316,-0.07698386437489697,0.005107172157964317,1133.1814798243884,1126.5743777988837,1131.2488559267244,1136.2975467291362
3199999999,0.4315442846824232,-19.996272651153618,-2.0042501063799207,2.750206176481481,-0.009280554487523747,-0.004701507613095956,-0.009955582976170949,-0.07744121106430678,0.004888862966373321,1135.8705649402923,1126.2374333050038,1131.3836581206065,1134.1212788461776
3209999999,0.45729226033348536,-19.996363145393833,-2.004294171645433,2.7469142678107428,-0.009818249074790819,-0.004533244477446265,-0.009966372241073057,-0.07792956727128719,0.004685489322691895,1137.6145599546815,1129.7898389532227,1128.42897519852,1132.1567751632585
3219999999,0.48591711578005625,-19.99647158717665,-2.004321644365746,2.7484558723609704,-0.011866462475198632,-0.0012440650861510049,-0.009926198176425196,-0.07846722985246757,0.004400586762585384,1135.6447849061249,1133.370375139385,1127.9286320824003,1131.4748095917048
3229999999,0.5116766284379279,-19.99658990907443,-2.0043170410394104,2.748139625290807,-0.011800698565669475,0.0018437624688109298,-0.009846967518673547,-0.07887909376744097,0.004118256200645976,1133.187507031645,1133.9829458242202,1130.6735204092124,1131.1625562141578
3239999999,0.5403053184074401,-19.996735088304767,-2.004294278648191,2.746078434135294,-0.015966711966168765,0.0017984182675757116,-0.009834908801043065,-0.07929920311877368,0.003801914887731802,1133.788170308404,1132.6188812078149,1131.1309204921438,1132.6868186050492
3249999999,0.568912162885587,-19.996923022052307,-2.004290492822552,2.7478297311779696,-0.020724436733574846,-0.00026900982067557623,-0.009823839892092378,-0.07972975346645768,0.003498397608891479,1135.1415130064668,1130.6211025543666,1130.38648819124,1135.4027595545695
3259999999,0.5946801814922887,-19.997123867576224,-2.004288810347245,2.7501386495093616,-0.020820665519775024,0.0024081275445968576,-0.009820680656983473,-0.08010919177370446,0.003199507524369487,1136.5393254217217,1129.4003149174528,1129.1169245077294,1137.124591117891
3269999999,0.6233468881319063,-19.99734865652731,-2.004246973146873,2.7538074920006905,-0.021635441411081768,0.005255513146009343,-0.009722813461684882,-0.08046414494835848,0.0028739014049263835,1139.1190808774454,1128.5101093271312,1127.2831369692178,1137.594952906051
3279999999,0.6491640086469814,-19.99754521626209,-2.004186119414283,2.7549262916310036,-0.022314288566680957,0.0062491614724553115,-0.009458034397887833,-0.08077817715557499,0.0026319113650296855,1138.827975085173,1130.1648053041263,1126.050529618988,1138.126854283596
